INDEX,STATE,YEAR,REVENUE_PER_STUDENT,TOTAL_EXPENDITURE_PER_STUDENT,INSTRUCTION_EXPENDITURE_PER_STUDENT,SUPPORT_SERVICES_EXPENDITURE_PER_STUDENT,OTHER_EXPENDITURE_PER_STUDENT,CAPITAL_OUTLAY_EXPENDITURE_PER_STUDENT
576,IOWA,2003,9.072402065,9.369341158,4.473621451,2.505964206,0.590605753,0.951954543
577,KANSAS,2003,8.652161339,8.120417468,4.398357093,2.543441556,0.355683191,0.501107888
578,KENTUCKY,2003,7.373120031,7.113532148,4.068627777,2.230346771,0.427482891,0.192213166
579,LOUISIANA,2003,7.574567371,7.625726579,4.161192779,2.275081161,0.466931305,0.566476138
580,MAINE,2003,10.60890958,10.56727071,6.15701405,2.792011695,0.389952317,0.675581806
581,MARYLAND,2003,10.03870698,10.07509492,5.467109628,3.03530689,0.445270397,0.778606807
582,MASSACHUSETTS,2003,11.98493797,11.76840157,6.742171216,3.560933623,0.368474979,0.438759305
583,MICHIGAN,2003,10.47898661,11.15460456,4.945270916,3.482748379,0.478801265,1.390633369
584,MINNESOTA,2003,10.27584373,10.82602819,5.230558308,2.580840622,0.743512573,1.458352812
585,MISSISSIPPI,2003,6.632665681,6.51961564,3.462394965,1.963433363,0.414132374,0.543906611
586,MISSOURI,2003,8.270827072,8.57776319,4.435626204,2.533048691,0.486913875,0.832299471
587,MONTANA,2003,8.048023711,8.109952537,4.586778459,2.568901409,0.324230145,0.507226253
588,NEBRASKA,2003,9.159984363,9.241464566,4.983267238,2.406228208,0.394968549,1.161347355
589,NEVADA,2003,7.519835019,8.143556934,3.806948887,2.078049137,0.240826743,1.560522655
590,NEW_HAMPSHIRE,2003,9.958674927,10.42014315,5.497363796,2.79838195,0.298622498,1.05451591
591,NEW_JERSEY,2003,14.65200284,14.67265928,7.531486377,4.76106063,0.501557397,1.20448557
592,NEW_MEXICO,2003,8.2003035,8.299840132,3.87046624,2.659371643,0.409590213,1.24711488
593,NEW_YORK,2003,13.20947143,14.4494948,8.608688162,3.473446702,0.401818474,1.559331876
594,NORTH_CAROLINA,2003,7.536127981,7.598833742,4.197273458,2.070350486,0.402161213,0.715409331
595,NORTH_DAKOTA,2003,8.507134942,8.626275473,4.3235535,2.307028954,0.578195308,0.780594498
596,OHIO,2003,9.988403329,10.39941994,4.966163442,3.380105833,0.443982869,1.288350224
597,OKLAHOMA,2003,7.091991054,7.011355298,3.458133745,2.246078994,0.727017856,0.492169202
598,OREGON,2003,8.31684099,9.017294683,4.452561421,2.800322385,0.318159508,1.097644598
599,PENNSYLVANIA,2003,11.27535619,11.73914867,5.777355546,3.281455563,0.46111586,1.052067481
600,RHODE_ISLAND,2003,10.98670575,10.46652595,6.177917933,3.342490749,0.4085424,0.199382017
601,SOUTH_CAROLINA,2003,8.254170666,8.709604531,4.175679739,2.502873929,0.468735182,1.251144945
602,SOUTH_DAKOTA,2003,7.566895449,7.786628745,3.913438636,2.314999373,0.334508587,0.957808387
603,TENNESSEE,2003,6.62367383,7.162776642,4.001547981,1.897084139,0.376835534,0.702668361
604,TEXAS,2003,8.363625719,8.884921015,4.286113186,2.442704206,0.4119863,1.13380569
605,UTAH,2003,5.952855303,6.123126032,3.12289832,1.459692878,0.424676959,0.971401423
606,VERMONT,2003,15.29141948,15.18383368,6.986217216,3.637337857,0.340238775,0.48904648
607,VIRGINIA,2003,8.936233366,9.142546139,4.81624269,2.709014699,0.362354929,0.909751773
608,WASHINGTON,2003,8.442568676,8.675918141,4.270239716,2.478233786,0.390393238,1.172686745
609,WEST_VIRGINIA,2003,8.86998164,8.964931408,5.0441811,2.705651104,0.584084719,0.590334918
610,WISCONSIN,2003,10.20287757,10.4276711,5.534433795,3.150096528,0.395623665,0.837519277
611,WYOMING,2003,11.19326245,10.64973362,5.507375009,3.399844124,0.321150222,1.283204988
612,ALABAMA,2004,7.332942233,7.461849242,3.936916943,2.164040317,0.593525899,0.615563965
613,ALASKA,2004,11.09364415,12.37110692,5.820890254,3.960474041,0.409115829,1.92129355
614,ARIZONA,2004,7.944757776,7.513125511,3.599229625,2.36138547,0.370820391,0.925461561
615,ARKANSAS,2004,7.466119504,7.805158206,4.109265675,2.285114809,0.402898845,0.798591372
616,CALIFORNIA,2004,9.573125444,9.968642384,4.713972245,2.758989813,0.485003585,1.470689165
617,COLORADO,2004,8.630559327,9.083435693,4.274285057,2.89634797,0.324504607,1.136014036
618,CONNECTICUT,2004,13.17082198,12.82707487,7.053288206,3.700127601,0.483260785,1.064229283
619,DELAWARE,2004,11.96666966,12.31542324,6.362491033,3.529985653,0.511208752,1.419045911
620,DISTRICT_OF_COLUMBIA,2004,16.61317378,16.69825957,7.916818999,6.110692945,0.555768906,1.969723037
621,FLORIDA,2004,8.339355194,8.444367656,4.015064422,2.436326382,0.500666218,1.297924371
622,GEORGIA,2004,9.285333783,9.051144753,4.921561273,2.414018696,0.433145431,1.161116089
623,HAWAII,2004,11.64505553,9.447200301,5.139437609,2.967523378,0.706610242,0.63362907
624,IDAHO,2004,6.879299468,6.923404103,3.74196249,2.013708305,0.2889298,0.7268655
625,ILLINOIS,2004,10.14053257,10.42887033,5.208777471,3.178686472,0.354813574,1.126854533
626,INDIANA,2004,10.36566503,10.2553971,4.977217287,2.970078173,0.398538366,0.90797216
627,IOWA,2004,9.13528363,9.233268776,4.688248349,2.570122978,0.415532411,1.107629264
628,KANSAS,2004,9.317763673,8.47559086,4.538237723,2.61722262,0.371462505,0.610219997
629,KENTUCKY,2004,7.735156337,7.922909957,4.102620028,2.380280651,0.495933037,0.751678752
630,LOUISIANA,2004,7.920267696,7.912980619,4.348529416,2.417171,0.476207836,0.516172406
631,MAINE,2004,11.05563162,11.36528865,6.4697114,2.931371965,0.435985198,0.939601377
632,MARYLAND,2004,10.49747616,10.26556731,5.710515203,3.076104028,0.452948006,0.668984355
633,MASSACHUSETTS,2004,12.44684297,12.5023325,7.152040337,3.696599854,0.370243577,0.593120122
634,MICHIGAN,2004,10.73263748,11.53593149,5.22983871,3.641240017,0.476618999,1.223631608
635,MINNESOTA,2004,10.56657687,10.90112193,5.480162239,2.53899142,0.794260835,1.264523348
636,MISSISSIPPI,2004,7.068507807,7.052844645,3.718294532,2.102495752,0.440044502,0.655256143
637,MISSOURI,2004,8.636194759,8.638909037,4.443264355,2.579392925,0.492182637,0.808921783
638,MONTANA,2004,8.576683224,8.378442039,4.749541061,2.703917175,0.345303979,0.432954484
639,NEBRASKA,2004,9.623549284,9.388700426,5.17873456,2.506242742,0.386937397,1.042956681
640,NEVADA,2004,7.964243644,8.377015365,4.008367625,2.17926697,0.256996373,1.49119129
641,NEW_HAMPSHIRE,2004,10.79156565,10.99538255,5.878707114,2.985070737,0.317541884,0.980025472
642,NEW_JERSEY,2004,15.69730316,15.74807822,7.981968751,5.052999254,0.5462302,1.445652804
643,NEW_MEXICO,2004,8.839967685,8.922730959,4.14941529,2.827694651,0.434267301,1.374004073
644,NEW_YORK,2004,14.35943133,15.10967871,9.062148914,3.764727899,0.410979022,1.36055312
645,NORTH_CAROLINA,2004,7.972802437,7.741878862,4.213205482,2.165239378,0.416910373,0.711739472
646,NORTH_DAKOTA,2004,9.082364141,9.397285281,4.724778926,2.444061675,0.61651405,0.953154904
647,OHIO,2004,10.50182459,10.7780867,5.232542085,3.551495662,0.451560523,1.190338472
648,OKLAHOMA,2004,7.385567234,7.03081847,3.422256346,2.317391735,0.69943243,0.511551134
649,OREGON,2004,9.260961478,9.821395276,4.549497811,2.839093875,0.307183592,0.886286499
650,PENNSYLVANIA,2004,12.01815705,12.55960153,6.090673071,3.559813373,0.489578659,1.105814767
651,RHODE_ISLAND,2004,11.6993191,11.11936534,6.590138665,3.576367701,0.436199418,0.17943655
652,SOUTH_CAROLINA,2004,8.560740175,8.814535538,4.267658564,2.556180856,0.477156019,1.189773915
653,SOUTH_DAKOTA,2004,8.047037297,8.086675829,4.170483237,2.451955959,0.358081115,0.844362236
654,TENNESSEE,2004,6.964604925,7.391864409,4.215933323,1.970789492,0.390947364,0.63053408
655,TEXAS,2004,8.449104944,8.940122278,4.286411175,2.462814687,0.421414796,1.127672807
656,UTAH,2004,6.150487061,6.293073622,3.186574898,1.516809594,0.460960249,0.983895295
657,VERMONT,2004,16.28275972,16.54294862,7.470978069,3.92943813,0.365007203,0.824790566
658,VIRGINIA,2004,9.36258968,9.574911736,5.043369842,2.85509242,0.383556319,0.945099011
659,WASHINGTON,2004,8.609811066,8.824748528,4.355439328,2.526056083,0.399325165,1.192438711
660,WEST_VIRGINIA,2004,9.213981986,9.281389787,5.1972334,2.796546918,0.602025941,0.648044454
661,WISCONSIN,2004,10.5047373,10.43925933,5.646135527,3.256499126,0.413625429,0.61867946
662,WYOMING,2004,11.21527754,10.97401208,5.567891861,3.496991659,0.325073339,1.456128847
663,ALABAMA,2005,8.075725791,8.095878203,4.186485901,2.391214273,0.634277198,0.701925845
664,ALASKA,2005,12.06730885,13.21373182,6.258418321,4.217337517,0.420780279,2.026884316
665,ARIZONA,2005,8.207755402,7.758438918,3.721936133,2.462216062,0.381679032,0.93630765
666,ARKANSAS,2005,8.617120132,8.663404575,4.588978636,2.542185168,0.435086328,0.852807326
667,CALIFORNIA,2005,9.857551948,10.49561457,4.926326561,2.861316323,0.496663084,1.620995931
668,COLORADO,2005,9.028487512,9.517107663,4.416582178,3.062048268,0.340062818,1.20067861
669,CONNECTICUT,2005,14.29596823,13.48759303,7.561546175,3.982054688,0.502048824,0.899126173
670,DELAWARE,2005,12.71930136,13.14970416,6.767701356,3.768767435,0.551571578,1.535855795
671,DISTRICT_OF_COLUMBIA,2005,17.80895901,17.424614,7.367877893,7.223381376,0.620662537,2.157368472
672,FLORIDA,2005,8.776539346,9.018709551,4.260761432,2.599538801,0.515259254,1.437943809
673,GEORGIA,2005,9.482952913,9.333499489,5.078749554,2.546575191,0.423776274,1.155939303
674,HAWAII,2005,12.41458635,9.639462838,5.498304992,3.052531594,0.753058384,0.335567869
675,IDAHO,2005,7.077077965,7.169614078,3.89981559,2.094589057,0.304674878,0.715661473
676,ILLINOIS,2005,10.42790686,10.63268461,5.338617772,3.329783728,0.364414938,1.031245341
677,INDIANA,2005,11.48629215,10.91288856,5.267235601,3.182005819,0.407676279,0.968818012
678,IOWA,2005,9.696719135,9.616070029,4.857078644,2.720594415,0.449267121,1.125426755
679,KANSAS,2005,9.015588679,8.701733902,4.641387804,2.684061894,0.392383042,0.658223066
680,KENTUCKY,2005,8.071598009,8.52580274,4.247034108,2.462326279,0.499003709,1.099230247
681,LOUISIANA,2005,8.326178715,8.279478836,4.549296638,2.583803519,0.505786448,0.488636823
682,MAINE,2005,11.69734585,11.69910186,6.821806838,3.124561624,0.48463106,0.646657778
683,MARYLAND,2005,11.44485368,11.30210927,5.955028011,3.390029126,0.470930414,1.095208772
684,MASSACHUSETTS,2005,13.58452616,13.3228119,7.541597006,3.926495852,0.409409301,0.841269858
685,MICHIGAN,2005,11.09964325,11.90315746,5.38490639,3.764177091,0.488924107,1.125535698
686,MINNESOTA,2005,10.77426534,11.14893698,5.692893968,2.64843493,0.79374463,1.150611298
687,MISSISSIPPI,2005,7.362005494,7.303874332,3.914905882,2.218070237,0.467634339,0.569828594
688,MISSOURI,2005,9.240327743,9.052106056,4.680301199,2.717155648,0.50686915,0.785153641
689,MONTANA,2005,8.823284568,8.654457121,4.919885092,2.812517059,0.362021671,0.409397347
690,NEBRASKA,2005,10.17610076,9.519407632,5.227454991,2.640755852,0.44971587,0.928962267
691,NEVADA,2005,8.459888874,8.71479785,4.167109052,2.31711393,0.288904677,1.461545004
692,NEW_HAMPSHIRE,2005,11.53526058,11.5380743,6.236382607,3.2195052,0.324730619,0.809897984
693,NEW_JERSEY,2005,16.82032406,16.81815526,8.455663026,5.411435989,0.597492693,1.592162366
694,NEW_MEXICO,2005,9.147417066,9.235441672,4.28085691,2.929347259,0.456912254,1.429509785
695,NEW_YORK,2005,15.60007257,16.00854132,9.89435121,4.013551927,0.419744385,1.186886501
696,NORTH_CAROLINA,2005,8.238089724,8.104289934,4.572690894,2.256546838,0.430688024,0.587801751
697,NORTH_DAKOTA,2005,9.655323514,9.814486172,4.995000647,2.573411809,0.645723163,0.879776523
698,OHIO,2005,11.10097628,11.1230824,5.453539047,3.669015462,0.467038719,1.150335847
699,OKLAHOMA,2005,7.776503032,7.607128722,3.661361053,2.493921115,0.742787434,0.631223327
700,OREGON,2005,9.122673487,10.16813563,4.85234931,3.051769113,0.32903241,0.662517121
701,PENNSYLVANIA,2005,12.90629884,13.20599923,6.427987081,3.781358085,0.524231015,1.090482239
702,RHODE_ISLAND,2005,12.39271856,11.65779708,6.663558947,4.014062866,0.487317378,0.130667465
703,SOUTH_CAROLINA,2005,9.038687862,9.373097482,4.470572296,2.714054674,0.487904606,1.338247459
704,SOUTH_DAKOTA,2005,8.437346831,8.483790104,4.320073361,2.537937883,0.375390431,0.998918806
705,TENNESSEE,2005,7.234785585,7.512493503,4.379443838,2.028029197,0.401866983,0.51363087
706,TEXAS,2005,8.716748746,9.297753362,4.371950101,2.529186817,0.434578097,1.290134455
707,UTAH,2005,6.518279702,6.532087572,3.345018492,1.580350575,0.495829363,0.958334614
708,VERMONT,2005,17.54684924,17.60990745,7.97230093,4.230028335,0.394068025,0.681756968
709,VIRGINIA,2005,10.12103295,10.28926466,5.454048652,3.073616533,0.423864145,0.980569861
710,WASHINGTON,2005,8.962799225,9.215974704,4.538909234,2.640034316,0.420245606,1.267292203
711,WEST_VIRGINIA,2005,9.665407077,9.656987146,5.454121579,3.049299353,0.62358654,0.490331215
712,WISCONSIN,2005,11.02507417,10.85182463,5.899230531,3.386676192,0.43959112,0.543376805
713,WYOMING,2005,13.45470967,12.28344782,6.066812445,3.859387255,0.352446937,1.883203004
714,ALABAMA,2006,8.562259759,8.868208512,4.475733419,2.668606755,0.653785662,0.896786476
715,ALASKA,2006,12.22892101,13.67759024,6.557410849,4.523917738,0.436719767,1.78287043
716,ARIZONA,2006,8.534105521,8.375870136,3.941858992,2.571970281,0.414774731,1.207231126
717,ARKANSAS,2006,8.987691728,9.191270162,4.794282377,2.745595196,0.446595389,0.951204907
718,CALIFORNIA,2006,10.53095985,10.91526326,5.144171198,3.030395836,0.51766949,1.595829189
719,COLORADO,2006,9.367190008,10.0191361,4.574613336,3.233053687,0.38376975,1.315061335
720,CONNECTICUT,2006,15.34568272,14.51974555,8.016194811,4.283710236,0.52909718,1.097585422
721,DELAWARE,2006,13.50530292,14.39949812,7.151043534,4.086787735,0.565335618,1.990705686
722,DISTRICT_OF_COLUMBIA,2006,18.33170625,18.14759461,8.029522276,7.278800993,0.662624128,2.127063205
723,FLORIDA,2006,9.543522401,9.988522782,4.583981144,2.812355456,0.539533621,1.824691917
724,GEORGIA,2006,10.11836148,9.913879608,5.37266928,2.774176588,0.443510035,1.208003846
725,HAWAII,2006,14.79904605,10.61147152,5.893024757,3.521086545,0.787181787,0.410178429
726,IDAHO,2006,7.259947196,7.369790255,3.979594602,2.157161439,0.319854905,0.734791765
727,ILLINOIS,2006,10.83356622,10.78493744,5.400248858,3.452863174,0.390083835,0.963535208
728,INDIANA,2006,11.28439752,10.97426094,5.212375719,3.228861346,0.413420251,0.960036293
729,IOWA,2006,10.13172983,10.19813147,5.016372895,2.95358669,0.446103474,1.226082874
730,KANSAS,2006,9.948917028,9.499677923,5.090093927,2.880065229,0.409729519,0.767990858
731,KENTUCKY,2006,8.83147519,8.994686745,4.535252736,2.693638072,0.524882251,1.009568568
732,LOUISIANA,2006,10.4589419,9.304428571,4.885758885,3.026882077,0.522156736,0.701414286
733,MAINE,2006,12.17277629,12.17037946,7.032973042,3.375525744,0.521165197,0.59216047
734,MARYLAND,2006,12.43820442,12.30817852,6.436112607,3.741321433,0.521408198,1.20639496
735,MASSACHUSETTS,2006,14.90628675,14.21507109,8.014696548,4.20011769,0.435300347,0.952658611
736,MICHIGAN,2006,11.49930005,12.03136112,5.483401928,3.865942105,0.509179219,1.074508171
737,MINNESOTA,2006,11.47046574,11.9106608,5.934175656,2.853344663,0.858774198,1.309594355
738,MISSISSIPPI,2006,8.663961276,8.231641941,4.243383973,2.518696149,0.492173329,0.836725026
739,MISSOURI,2006,9.681365559,9.471441782,4.906240664,2.867023797,0.511579016,0.829689253
740,MONTANA,2006,9.470242808,9.483742832,5.188415176,3.047398096,0.389937973,0.673782692
741,NEBRASKA,2006,10.88108437,10.04125415,5.500421997,2.821367411,0.450980049,0.983915082
742,NEVADA,2006,8.944045626,9.746840074,4.459627811,2.637562478,0.288854916,1.842242342
743,NEW_HAMPSHIRE,2006,12.23140706,12.40647321,6.628598715,3.461953602,0.340253875,1.002591473
744,NEW_JERSEY,2006,17.44199963,17.63310056,8.977799009,5.755768677,0.610647957,1.483229832
745,NEW_MEXICO,2006,9.468804417,9.48625448,4.591484296,3.11172692,0.469291011,1.180036785
746,NEW_YORK,2006,16.86853933,17.34963187,10.61558367,4.268747628,0.453761365,1.424528749
747,NORTH_CAROLINA,2006,8.49585288,8.506841732,4.601727773,2.426504709,0.448819058,0.763638118
748,NORTH_DAKOTA,2006,10.27114656,10.36022491,5.226673593,2.742482582,0.698019802,0.946940064
749,OHIO,2006,11.84587045,11.63779335,5.679725865,3.841563984,0.481953991,1.230691838
750,OKLAHOMA,2006,8.070203698,8.029869119,3.842486934,2.644339825,0.775586791,0.68808356
751,OREGON,2006,9.761401332,9.684058362,5.09617843,3.242867032,0.34058272,0.573965497
752,PENNSYLVANIA,2006,13.66727098,13.80683314,6.662500956,4.009217063,0.551621717,1.146953724
753,RHODE_ISLAND,2006,13.35475512,13.21398689,7.466278512,4.598932797,0.533781443,0.191230548
754,SOUTH_CAROLINA,2006,9.660303536,10.22576095,4.736439365,2.963320444,0.523992635,1.614675828
755,SOUTH_DAKOTA,2006,8.925820339,8.645516686,4.5367078,2.750989993,0.401592205,0.708416175
756,TENNESSEE,2006,7.546317097,7.755897659,4.455195204,2.092747458,0.41494514,0.600950799
757,TEXAS,2006,9.244918738,9.750919494,4.561462535,2.62281856,0.444943141,1.38655435
758,UTAH,2006,6.809865722,6.79011172,3.442664454,1.654637296,0.513845726,1.016547602
759,VERMONT,2006,18.98836544,18.84162906,8.404964227,4.522421574,0.413946065,0.651535498
760,VIRGINIA,2006,10.83855602,11.10840332,5.78820566,3.274843937,0.443324742,1.070148218
761,WASHINGTON,2006,9.382555241,9.611247998,4.67861657,2.764778979,0.427374892,1.37882342
762,WEST_VIRGINIA,2006,10.05953079,10.19560167,5.61026563,3.209122621,0.658784508,0.67001444
763,WISCONSIN,2006,11.33364459,11.24619018,6.083968878,3.523977801,0.460880685,0.627551185
764,WYOMING,2006,13.35203993,13.30772445,6.629063896,4.21109628,0.398235738,1.95245778
765,ALABAMA,2007,9.510691227,9.682120836,4.915375643,2.925183614,0.734692367,0.925388114
766,ALASKA,2007,13.62070244,14.66565051,7.014584295,4.885564725,0.459155654,1.949537433
767,ARIZONA,2007,8.995421059,8.980055162,4.101353267,2.738948834,0.415588607,1.481297074
768,ARKANSAS,2007,9.305970936,10.07162425,4.926428565,2.905127578,0.949259481,0.991633862
769,CALIFORNIA,2007,11.53133357,11.64399399,5.51546269,3.284500769,0.551393407,1.599514112
770,COLORADO,2007,9.730330254,10.17341697,4.786443115,3.14231895,0.362882825,1.37104014
771,CONNECTICUT,2007,16.22844528,15.81381388,8.394610637,4.558141398,0.567964241,1.662627679
772,DELAWARE,2007,14.77989675,14.86949546,7.194788887,4.199672125,0.595955632,2.143017841
773,DISTRICT_OF_COLUMBIA,2007,20.16679838,20.0289061,8.640078675,7.687898425,0.714802522,2.934566145
774,FLORIDA,2007,10.87968644,11.23791948,5.073500024,3.063252962,0.570404597,2.256120829
775,GEORGIA,2007,10.90388778,10.67884665,5.838272817,2.869244766,0.465079105,1.395201083
776,HAWAII,2007,16.51981431,12.17079811,6.516870656,4.053251295,0.836854278,0.763821876
777,IDAHO,2007,7.651894955,7.456108924,4.066153232,2.244630802,0.329883812,0.622142355
778,ILLINOIS,2007,11.37377438,11.13806837,5.564867508,3.574166082,0.396939662,0.990987947
779,INDIANA,2007,10.10927248,11.07886618,5.326858614,3.239048781,0.433206262,0.857993713
780,IOWA,2007,10.75201709,10.76120524,5.293960946,3.063859646,0.457445531,1.340506125
781,KANSAS,2007,10.74281303,10.2861374,5.549354548,3.025331895,0.425927663,0.911005727
782,KENTUCKY,2007,9.633479795,9.826777647,4.926410978,2.904632094,0.574749366,1.169178167
783,LOUISIANA,2007,10.64277626,10.05182077,5.179310949,3.23203916,0.5481442,0.933537872
784,MAINE,2007,13.11446789,12.92311627,7.541813278,3.672567286,0.574318354,0.472054728
785,MARYLAND,2007,13.70880302,13.55176483,7.081680053,4.114270114,0.557428021,1.374409375
786,MASSACHUSETTS,2007,15.24519559,15.14757425,8.521752886,4.495278657,0.446635699,1.006291597
787,MICHIGAN,2007,12.20067561,11.76410058,5.69759255,3.985737097,0.516978333,0.965925336
788,MINNESOTA,2007,11.96575872,12.38125599,6.231475218,2.968979292,0.902207618,1.326037151
789,MISSISSIPPI,2007,8.542050249,8.416187884,4.372076457,2.624151295,0.509049146,0.768172665
790,MISSOURI,2007,9.788411039,10.15833244,5.211703229,3.008429454,0.533313483,1.016616088
791,MONTANA,2007,10.21992541,9.998987924,5.502024151,3.212452689,0.407769413,0.697306215
792,NEBRASKA,2007,11.26304352,10.8587633,5.829982412,2.945440298,0.457161266,1.319334111
793,NEVADA,2007,9.475524029,10.28040692,4.841845206,2.876475347,0.330945972,1.729560388
794,NEW_HAMPSHIRE,2007,13.09061296,13.13122719,7.02640151,3.695295154,0.355483952,1.047239773
795,NEW_JERSEY,2007,18.54597581,18.75057706,9.716018577,6.097786046,0.636463891,1.464625415
796,NEW_MEXICO,2007,9.98411609,10.00398699,4.912191595,3.364988286,0.365854626,1.209608439
797,NEW_YORK,2007,18.42576632,18.604149,11.42140839,4.587393502,0.478635023,1.530339284
798,NORTH_CAROLINA,2007,9.225316872,9.035192807,4.934640417,2.530284006,0.453802467,0.824033141
799,NORTH_DAKOTA,2007,10.82740197,10.79113039,5.423423797,2.938929559,0.721610735,0.94063804
800,OHIO,2007,12.59061607,12.13239739,5.80119467,3.941048364,0.498223917,1.476121673
801,OKLAHOMA,2007,8.594140825,8.614925387,4.207869089,2.710562225,0.823975951,0.785566294
802,OREGON,2007,10.09319513,10.06883853,5.358959194,3.410393769,0.356316437,0.524852451
803,PENNSYLVANIA,2007,14.39095834,14.55711235,6.813379072,4.165759797,0.58081253,1.438880719
804,RHODE_ISLAND,2007,14.2071202,14.08303745,7.964480154,4.94852598,0.577549185,0.136844739
805,SOUTH_CAROLINA,2007,10.163166,10.9196314,4.962524587,3.07551384,0.54871148,1.83923715
806,SOUTH_DAKOTA,2007,9.380891068,9.05072715,4.736922036,2.768137473,0.415020056,0.869690817
807,TENNESSEE,2007,7.788173613,7.992829859,4.573262624,2.192415989,0.423876681,0.606649327
808,TEXAS,2007,9.826527997,10.17335038,4.665946363,2.758425374,0.459332253,1.474170633
809,UTAH,2007,7.253009945,7.178517653,3.603514528,1.72911984,0.528649279,1.149002438
810,VERMONT,2007,20.55677328,20.20081944,8.960729438,4.917070604,0.465727815,0.787638953
811,VIRGINIA,2007,11.6157984,12.04553522,6.252529416,3.554477893,0.469996886,1.207389138
812,WASHINGTON,2007,10.08725872,10.41046524,5.017737674,2.951097385,0.451592941,1.583091078
813,WEST_VIRGINIA,2007,10.32886476,10.60536157,5.717235814,3.345402385,0.674192493,0.813631807
814,WISCONSIN,2007,11.66456654,11.47376703,6.270842331,3.615123871,0.483237689,0.537510453
815,WYOMING,2007,17.38000094,16.35044806,7.781746125,5.040489686,0.49807136,2.901168944
816,ALABAMA,2008,10.39980536,10.56291063,5.312830874,3.194251325,0.760171701,1.099445565
817,ALASKA,2008,16.75486128,17.41501562,8.523670995,5.66511514,0.502618202,2.354176874
818,ARIZONA,2008,9.391118692,9.704132956,4.306299198,2.915860116,0.449326063,1.591784729
819,ARKANSAS,2008,9.679183382,9.915187667,5.016702023,3.070912184,0.521284997,0.973407406
820,CALIFORNIA,2008,11.92424223,12.24252331,5.838908408,3.564935149,0.590077913,1.500083647
821,COLORADO,2008,10.12786889,11.15024899,5.298369527,3.470996105,0.394162324,1.452741132
822,CONNECTICUT,2008,17.12331724,16.61731724,8.96161031,4.903586773,0.576227414,1.517384652
823,DELAWARE,2008,14.86032158,15.31557399,7.475767565,4.339709982,0.636408269,2.116305167
824,DISTRICT_OF_COLUMBIA,2008,21.0395422,21.0476706,8.937636404,7.547507346,0.739495798,3.484525098
825,FLORIDA,2008,11.33992811,11.80021356,5.440047549,3.199662091,0.589210713,2.260339119
826,GEORGIA,2008,11.35086057,11.64761271,6.251164938,3.107784886,0.494263097,1.642380666
827,HAWAII,2008,14.12865695,12.46495495,7.125388417,4.129796495,0.68471959,0.525050446
828,IDAHO,2008,8.093001911,7.528204511,4.229179519,2.360087119,0.356968749,0.351450475
829,ILLINOIS,2008,12.11542848,12.24174439,6.038744844,3.888221625,0.421820974,1.219183486
830,INDIANA,2008,10.97439151,10.51538377,5.327433954,3.322361997,0.447043488,0.911568339
831,IOWA,2008,11.33116752,11.32879282,5.642706663,3.217004663,0.455090968,1.385985562
832,KANSAS,2008,11.49797004,10.9505626,5.922096108,3.294249192,0.45602179,0.915374468
833,KENTUCKY,2008,9.965274264,10.19973154,5.138530582,3.044863585,0.603647944,1.141958413
834,LOUISIANA,2008,11.69264719,11.46353762,5.851779339,3.536227075,0.599030727,1.188139451
835,MAINE,2008,13.43811186,13.37573683,7.044489221,4.368899502,0.702156865,0.58827399
836,MARYLAND,2008,15.48789405,15.06408064,7.821141067,4.586230342,0.591825707,1.605850775
837,MASSACHUSETTS,2008,15.60620342,15.60403529,9.042927362,4.743338058,0.471007607,0.699477539
838,MICHIGAN,2008,12.30009639,12.45762773,5.781737083,4.052928633,0.539342069,0.827374821
839,MINNESOTA,2008,12.52352373,12.94993001,6.488265677,3.204821216,0.950754336,1.4067449
840,MISSISSIPPI,2008,9.018834304,8.845105027,4.634546383,2.766228396,0.536959104,0.764645187
841,MISSOURI,2008,10.39193967,11.02067012,5.570606111,3.271879557,0.57728057,1.191686982
842,MONTANA,2008,10.95213567,10.91613581,5.828641508,3.444668699,0.439791163,0.994148358
843,NEBRASKA,2008,11.62948589,11.43185224,6.133641789,2.989319794,0.464143796,1.527754097
844,NEVADA,2008,10.1185724,11.38407467,4.884813982,3.100283132,0.351535534,2.468577999
845,NEW_HAMPSHIRE,2008,13.87791054,13.88045567,7.640539076,4.003199297,0.378544269,0.83760758
846,NEW_JERSEY,2008,19.15177089,19.33834913,10.15305083,6.456876376,0.664660791,1.201203673
847,NEW_MEXICO,2008,10.84748591,10.93991399,5.26569922,3.431983467,0.381491893,1.730918263
848,NEW_YORK,2008,19.4853638,20.11723736,12.26247712,4.989979293,0.504272696,1.761880617
849,NORTH_CAROLINA,2008,9.664255749,9.750085208,5.133232882,2.53210359,0.510299535,1.227219601
850,NORTH_DAKOTA,2008,11.63452648,11.43619878,5.815667815,3.159826873,0.773502248,0.929790752
851,OHIO,2008,13.04336724,12.5872196,6.017747947,4.108340406,0.514263842,1.472919629
852,OKLAHOMA,2008,9.007812281,8.832644519,4.322103472,2.841223534,0.865205818,0.715307582
853,OREGON,2008,10.85555745,11.38845995,5.717966628,3.664741785,0.377402992,1.104700764
854,PENNSYLVANIA,2008,15.33656409,15.47649175,7.200686261,4.454616813,0.63721206,1.476618596
855,RHODE_ISLAND,2008,15.11617946,15.12510778,8.551073624,5.326189748,0.612994743,0.194858565
