INDEX,STATE,YEAR,REVENUE_PER_STUDENT,TOTAL_EXPENDITURE_PER_STUDENT,INSTRUCTION_EXPENDITURE_PER_STUDENT,SUPPORT_SERVICES_EXPENDITURE_PER_STUDENT,OTHER_EXPENDITURE_PER_STUDENT,CAPITAL_OUTLAY_EXPENDITURE_PER_STUDENT
1134,IDAHO,2014,7.407906144,7.151670622,3.939456817,2.310855848,0.38789918,0.324470958
1135,ILLINOIS,2014,15.08547912,15.08317303,7.921616766,4.859169905,0.473640611,0.970560974
1136,INDIANA,2014,12.31173017,11.05730592,5.474160503,3.615433498,0.52245758,0.883631659
1137,IOWA,2014,12.86648876,13.03713705,6.510432216,3.69464269,0.517840096,1.597002968
1138,KANSAS,2014,11.7209405,12.01118069,6.114532472,3.341402001,0.497568715,1.63918804
1139,KENTUCKY,2014,10.52704251,10.69647155,5.329026819,3.415233791,0.661144835,0.90383655
1140,LOUISIANA,2014,12.55213159,12.23346472,6.050186267,4.104061818,0.615396406,1.061954403
1141,MAINE,2014,14.9720943,14.27069705,7.665098008,4.962503287,0.61187741,0.372510618
1142,MARYLAND,2014,16.15045139,15.83893029,8.635052347,4.971187431,0.423956533,1.306584443
1143,MASSACHUSETTS,2014,18.04253942,17.94388078,10.21918336,5.398191097,0.530183867,1.117540666
1144,MICHIGAN,2014,13.53634492,12.73043263,6.496772722,4.20664113,0.609498267,0.628446103
1145,MINNESOTA,2014,13.88132069,14.0455716,7.440885928,3.484102265,1.09423923,1.329796913
1146,MISSISSIPPI,2014,9.098119292,9.063541157,4.628307891,3.089468158,0.583139224,0.642730509
1147,MISSOURI,2014,11.485674,11.56141264,5.871460215,3.565422759,0.646791909,1.02966432
1148,MONTANA,2014,12.00905342,12.17992974,6.589555244,3.962814336,0.53593596,0.845307358
1149,NEBRASKA,2014,13.029008,13.04053052,7.71361232,3.445939791,0.57218004,1.001398838
1150,NEVADA,2014,9.645692059,9.279818251,4.829327734,3.244785607,0.391848818,0.370277558
1151,NEW_HAMPSHIRE,2014,16.46231999,16.01665711,9.099580191,4.941156422,0.409800591,0.47392424
1152,NEW_JERSEY,2014,21.30868162,20.77522972,11.20051372,6.893470626,0.953606171,0.670878796
1153,NEW_MEXICO,2014,11.02565539,10.94859431,5.233941654,3.331921981,0.450604188,1.721553284
1154,NEW_YORK,2014,23.41726072,23.88268102,15.33567593,5.872294709,0.578752359,1.550141411
1155,NORTH_CAROLINA,2014,9.340112433,9.394193526,5.254157963,2.785706307,0.5184818,0.422517554
1156,NORTH_DAKOTA,2014,15.19285963,15.46605082,7.34631846,4.086344798,0.973991014,2.323882563
1157,OHIO,2014,14.54670554,13.64138724,7.086973,4.440603759,0.561228198,0.965400115
1158,OKLAHOMA,2014,9.005544205,8.994090161,4.228892845,3.034700904,0.604413874,1.026443545
1159,OREGON,2014,11.68741197,11.39135415,6.067494149,3.797016264,0.428876792,0.549084086
1160,PENNSYLVANIA,2014,18.10765207,17.82892458,9.563991473,4.914410587,0.724527999,0.976144527
1161,RHODE_ISLAND,2014,17.12275325,16.71608777,9.456671404,5.794712919,0.686313701,0.280543958
1162,SOUTH_CAROLINA,2014,11.54080007,11.58884733,5.533303354,3.766766842,0.590328029,1.1828442
1163,SOUTH_DAKOTA,2014,10.29864603,10.37434272,5.32888644,3.162988986,0.521641294,1.117731702
1164,TENNESSEE,2014,9.306810614,9.503369492,5.336148211,2.826542465,0.54024802,0.553207137
1165,TEXAS,2014,10.66313437,10.72776918,5.12473338,2.991011359,0.541975311,1.165144382
1166,UTAH,2014,7.723968003,7.688848451,4.096281181,1.998462544,0.530823617,0.860608706
1167,VERMONT,2014,21.5370383,21.3228435,10.85913172,6.285168769,0.678645301,0.645300602
1168,VIRGINIA,2014,12.05445288,12.32352218,6.64850288,3.899373317,0.486476319,0.818114986
1169,WASHINGTON,2014,12.32797302,12.1068509,5.925483067,3.815514293,0.519570834,1.442478679
1170,WEST_VIRGINIA,2014,12.54130555,12.48772769,6.50693094,4.095324068,0.795047544,1.020816013
1171,WISCONSIN,2014,13.09675663,13.00998591,6.572454194,4.180661851,0.576141548,0.88666877
1172,WYOMING,2014,19.11565587,19.15195402,9.338006298,5.993195445,0.546898589,3.105475995
1173,ALABAMA,2015,10.01426173,10.20689031,5.194032714,3.285640036,0.808576902,0.694025911
1174,ALASKA,2015,22.33938282,22.7015487,11.3541356,8.174440748,0.709464265,2.15604757
1175,ARIZONA,2015,8.709733983,8.362734371,4.070313806,3.047884713,0.506758888,0.526638715
1176,ARKANSAS,2015,11.06696728,11.15435434,5.462783678,3.69544615,0.605392739,1.066448189
1177,CALIFORNIA,2015,12.56689199,12.58582968,6.255810506,3.774473811,0.602955293,1.023668105
1178,COLORADO,2015,11.06050188,10.95662372,5.249149395,3.634540077,0.455409712,1.058510638
1179,CONNECTICUT,2015,21.96395682,20.86144893,11.88500018,6.399126574,0.718174551,1.049716443
1180,DELAWARE,2015,16.55443391,16.20988141,8.801304937,4.792572531,1.007353605,0.84639501
1181,DISTRICT_OF_COLUMBIA,2015,29.94869462,29.48633951,12.07550645,8.229964251,0.906532337,8.274336475
1182,FLORIDA,2015,9.830546708,9.941916235,5.442101572,2.983656389,0.661959054,0.612931867
1183,GEORGIA,2015,10.81884498,10.77019976,5.868816891,3.099345968,0.579970951,1.09387445
1184,HAWAII,2015,14.82412383,13.82250636,7.553913721,4.58335161,0.798096324,0.887144706
1185,IDAHO,2015,7.908507247,7.403467685,4.125086181,2.418569954,0.396467382,0.276072389
1186,ILLINOIS,2015,15.67899535,15.83199104,8.45731937,5.021530704,0.484619146,1.004800884
1187,INDIANA,2015,12.40428693,11.33080466,5.5141638,3.696555021,0.545217907,0.944377449
1188,IOWA,2015,13.28767828,13.40294195,6.696685803,3.784247721,0.519020959,1.667634388
1189,KANSAS,2015,12.05773766,12.42800451,6.141340658,3.406892458,0.50427433,1.939481204
1190,KENTUCKY,2015,10.96462617,10.97336432,5.530699009,3.510985875,0.68077127,0.872739025
1191,LOUISIANA,2015,12.78146941,12.76410218,6.203953012,4.197051504,0.629435036,1.180514814
1192,MAINE,2015,15.55029629,14.73628644,7.985752883,5.167451866,0.621770275,0.316081646
1193,MARYLAND,2015,16.57877745,15.88227427,8.792991255,4.98612986,0.441712008,1.201969322
1194,MASSACHUSETTS,2015,18.54014714,18.52610328,10.66975648,5.504712213,0.543459989,1.129249124
1195,MICHIGAN,2015,14.14562728,13.19166117,6.721755022,4.341660167,0.618489542,0.719308198
1196,MINNESOTA,2015,14.47783392,14.83174647,7.753984913,3.635488276,1.106906191,1.646580608
1197,MISSISSIPPI,2015,9.368515001,9.43419579,4.795848132,3.111738534,0.581647079,0.831905653
1198,MISSOURI,2015,11.89923934,11.80622864,6.034826088,3.659114966,0.689046225,0.973452557
1199,MONTANA,2015,12.49135669,12.49483201,6.510955575,4.02704106,0.556785534,1.113799525
1200,NEBRASKA,2015,13.60535864,13.71792072,7.834933922,3.53086483,0.586225227,1.43872666
1201,NEVADA,2015,9.899621367,9.52979624,4.944603917,3.325004329,0.397286239,0.468834577
1202,NEW_HAMPSHIRE,2015,16.89837139,16.6342692,9.272149651,5.126601435,0.412922929,0.685509645
1203,NEW_JERSEY,2015,21.90455486,21.51215624,11.45393248,7.029663314,0.949469471,0.963946447
1204,NEW_MEXICO,2015,11.61411536,11.78877219,5.436154791,3.850182502,0.473295801,1.799719274
1205,NEW_YORK,2015,24.21107477,24.73638588,15.94290322,5.971728636,0.585533826,1.723716071
1206,NORTH_CAROLINA,2015,8.973826492,9.59754367,5.43348366,2.786553322,0.509677952,0.477018575
1207,NORTH_DAKOTA,2015,15.50553927,17.01626423,7.782738236,4.563260765,1.045021261,2.857346244
1208,OHIO,2015,15.23454871,14.09912375,7.261542461,4.577142421,0.576627493,1.09408882
1209,OKLAHOMA,2015,9.112775507,9.207504671,4.467510775,3.039245811,0.61646085,0.98816909
1210,OREGON,2015,12.4684594,12.29295938,6.400786499,3.984007041,0.438251259,0.837195113
1211,PENNSYLVANIA,2015,18.85405702,18.68007001,10.10321191,5.157038786,0.660809637,1.046419186
1212,RHODE_ISLAND,2015,17.58934118,17.28768559,9.824000178,5.889139061,0.670330079,0.378148825
1213,SOUTH_CAROLINA,2015,11.87948484,11.91124232,5.591448886,3.923386326,0.606208833,1.258625904
1214,SOUTH_DAKOTA,2015,10.65335451,11.02698817,5.340141227,3.208896685,0.527929176,1.675690325
1215,TENNESSEE,2015,9.507928368,9.615121716,5.372660453,2.878242989,0.563780881,0.556439725
1216,TEXAS,2015,11.10559783,11.24021922,5.34396805,3.026178723,0.556212694,1.351725501
1217,UTAH,2015,8.198253045,7.907055599,4.12545107,2.032935306,0.472893975,1.056351747
1218,VERMONT,2015,23.44096309,23.11954123,11.54597107,6.652059072,0.726321844,0.690927874
1219,VIRGINIA,2015,12.38997802,12.58975503,6.841254599,3.965653462,0.490264223,0.849089788
1220,WASHINGTON,2015,12.78437725,12.7104244,6.069762085,4.206307776,0.510021364,1.493034515
1221,WEST_VIRGINIA,2015,12.44219055,12.40134137,6.509766959,4.156257042,0.836428022,0.832500492
1222,WISCONSIN,2015,13.50336558,13.4062459,6.641201746,4.283770377,0.595723202,1.038302973
1223,WYOMING,2015,20.91122546,20.69317225,9.544461845,6.02436426,0.559515059,4.361756528
1224,ALABAMA,2016,10.20696466,10.4931927,5.26161094,3.32080223,0.820050854,0.83133647
1225,ALASKA,2016,18.8311254,19.79976902,9.4487194,7.426775969,0.690957676,1.925171917
1226,ARIZONA,2016,9.062420999,8.512450521,4.126992755,3.10482439,0.522918678,0.563475062
1227,ARKANSAS,2016,11.27144249,11.34067996,5.547538801,3.762219389,0.605029039,1.081397897
1228,CALIFORNIA,2016,14.35046118,13.72361389,6.850098061,4.191393126,0.642742653,1.091540641
1229,COLORADO,2016,11.49486078,11.2169533,5.435400907,3.784632976,0.454080833,0.999461778
1230,CONNECTICUT,2016,22.86248283,21.67479689,12.23364245,6.621024477,0.762763917,1.243067985
1231,DELAWARE,2016,16.85771912,16.84431429,9.294906166,4.851977727,1.073928645,0.86268509
1232,DISTRICT_OF_COLUMBIA,2016,27.5099098,27.36186279,12.29716981,7.636771764,0.905184542,6.522736677
1233,FLORIDA,2016,10.1282955,10.06330221,5.478026297,2.983917869,0.663175165,0.714227891
1234,GEORGIA,2016,11.2347991,11.09290394,6.099833535,3.215980105,0.595875131,1.062348987
1235,HAWAII,2016,16.65166076,15.01741257,8.066397429,4.953476744,0.807121075,1.190417319
1236,IDAHO,2016,8.246309792,7.644124592,4.261660039,2.507522312,0.404938712,0.272629698
1237,ILLINOIS,2016,16.20558551,16.26875828,8.767827324,5.134230914,0.488834239,0.992578976
1238,INDIANA,2016,12.69792739,11.50427148,5.715193837,3.653499166,0.564298651,0.984092886
1239,IOWA,2016,13.62064234,13.72484223,6.78663777,3.894105281,0.528231505,1.751126937
1240,KANSAS,2016,12.24825798,12.3799776,6.067634625,3.400914145,0.503732254,1.945530678
1241,KENTUCKY,2016,11.28420255,11.34298846,5.707662724,3.533407144,0.714761669,1.072313676
1242,LOUISIANA,2016,12.71212802,12.48735544,6.20066277,4.222215662,0.637402148,0.874421893
1243,MAINE,2016,15.81836123,15.04401848,7.989615241,5.21565608,0.646440107,0.533419688
1244,MARYLAND,2016,16.38920218,15.91475735,8.848429702,4.935040651,0.452291639,1.200716336
1245,MASSACHUSETTS,2016,18.98387999,18.49874434,10.84853897,5.396452229,0.547635308,1.02659634
1246,MICHIGAN,2016,14.53610244,13.47703062,6.822924535,4.416440508,0.634751627,0.79570836
1247,MINNESOTA,2016,15.02315211,15.84027013,8.073511047,3.719297251,1.176354269,2.149656602
1248,MISSISSIPPI,2016,9.779841438,9.524737529,4.951489475,3.190313525,0.590741293,0.68909089
1249,MISSOURI,2016,12.2182515,12.02381684,6.156029809,3.700068644,0.706953252,0.998265949
1250,MONTANA,2016,12.39953869,12.94263977,6.700626549,4.124717709,0.587654916,1.235293308
1251,NEBRASKA,2016,13.94049287,14.70619442,8.008357049,3.641692707,0.654673546,2.034493031
1252,NEVADA,2016,10.15093417,9.904939281,5.182678438,3.409222346,0.416769507,0.50833856
1253,NEW_HAMPSHIRE,2016,17.53360381,17.39060117,9.70059327,5.340846607,0.424243942,0.76345989
1254,NEW_JERSEY,2016,21.99579325,21.74134336,11.60253299,6.998850105,1.008255202,1.036928543
1255,NEW_MEXICO,2016,11.77095363,11.65943019,5.418472399,3.789396019,0.490469298,1.723070334
1256,NEW_YORK,2016,25.8255814,26.35410092,16.96852693,6.130388719,0.61727169,1.797100672
1257,NORTH_CAROLINA,2016,9.198162699,9.717537051,5.513232232,2.806051971,0.515788941,0.624323204
1258,NORTH_DAKOTA,2016,16.50381053,18.11734204,8.00533289,4.379604001,1.088527827,3.801732728
1259,OHIO,2016,14.90042093,14.64085556,7.678573489,4.61265285,0.599565273,1.162892847
1260,OKLAHOMA,2016,9.072438564,9.191978917,4.52931209,2.989252011,0.618557115,0.954222573
1261,OREGON,2016,12.91776955,13.06387091,6.677801732,4.122597745,0.445034584,1.194778599
1262,PENNSYLVANIA,2016,19.76181313,19.66508626,10.63040978,5.382557979,0.68625385,1.140608536
1263,RHODE_ISLAND,2016,17.94122789,17.62083134,10.01141525,6.06469639,0.675599151,0.339476751
1264,SOUTH_CAROLINA,2016,12.32533364,12.35981677,5.750796427,4.053831459,0.61738955,1.443972986
1265,SOUTH_DAKOTA,2016,10.86006192,11.01021299,5.447245328,3.286806669,0.583005707,1.436114738
1266,TENNESSEE,2016,9.5923814,9.68763241,5.405785252,2.917337243,0.570029972,0.554404487
1267,TEXAS,2016,11.53390038,11.73787221,5.51367396,3.001807535,0.565082636,1.648947587
1268,UTAH,2016,8.536358074,8.485918151,4.466620132,2.097670691,0.494203011,1.220216644
1269,VERMONT,2016,24.01124196,23.67399459,11.51714143,6.62898129,0.63983677,0.487769114
1270,VIRGINIA,2016,12.66798806,12.8536112,6.968962043,4.023940138,0.501370868,0.90481444
1271,WASHINGTON,2016,13.80510769,14.07165677,6.538322449,4.524628381,0.532860136,2.033315405
1272,WEST_VIRGINIA,2016,12.25440809,12.16403145,6.519037881,4.072982758,0.85447168,0.655403159
1273,WISCONSIN,2016,13.63760644,13.74261428,6.715840305,4.303700672,0.592271981,1.262450218
1274,WYOMING,2016,21.63419073,21.5237274,9.750124324,6.197162235,0.566812329,4.806869042
1275,ALABAMA,1986,,,,,,
1276,ALABAMA,1987,,,,,,
1277,ALABAMA,1988,,,,,,
1278,ALABAMA,1989,,,,,,
1279,ALABAMA,1990,,,,,,
1280,ALABAMA,1991,,,,,,
1281,ALABAMA,2017,,,,,,
1282,ALASKA,1986,,,,,,
1283,ALASKA,1987,,,,,,
1284,ALASKA,1988,,,,,,
1285,ALASKA,1989,,,,,,
1286,ALASKA,1990,,,,,,
1287,ALASKA,1991,,,,,,
1288,ALASKA,2017,,,,,,
1289,ARIZONA,1986,,,,,,
1290,ARIZONA,1987,,,,,,
1291,ARIZONA,1988,,,,,,
1292,ARIZONA,1989,,,,,,
1293,ARIZONA,1990,,,,,,
1294,ARIZONA,1991,,,,,,
1295,ARIZONA,2017,,,,,,
1296,ARKANSAS,1986,,,,,,
1297,ARKANSAS,1987,,,,,,
1298,ARKANSAS,1988,,,,,,
1299,ARKANSAS,1989,,,,,,
1300,ARKANSAS,1990,,,,,,
1301,ARKANSAS,1991,,,,,,
1302,ARKANSAS,2017,,,,,,
1303,CALIFORNIA,1986,,,,,,
1304,CALIFORNIA,1987,,,,,,
1305,CALIFORNIA,1988,,,,,,
1306,CALIFORNIA,1989,,,,,,
1307,CALIFORNIA,1990,,,,,,
1308,CALIFORNIA,1991,,,,,,
1309,CALIFORNIA,2017,,,,,,
1310,COLORADO,1986,,,,,,
1311,COLORADO,1987,,,,,,
1312,COLORADO,1988,,,,,,
1313,COLORADO,1989,,,,,,
1314,COLORADO,1990,,,,,,
1315,COLORADO,1991,,,,,,
1316,COLORADO,2017,,,,,,
1317,CONNECTICUT,1986,,,,,,
1318,CONNECTICUT,1987,,,,,,
1319,CONNECTICUT,1988,,,,,,
1320,CONNECTICUT,1989,,,,,,
1321,CONNECTICUT,1990,,,,,,
1322,CONNECTICUT,1991,,,,,,
1323,CONNECTICUT,2017,,,,,,
1324,DELAWARE,1986,,,,,,
1325,DELAWARE,1987,,,,,,
1326,DELAWARE,1988,,,,,,
1327,DELAWARE,1989,,,,,,
1328,DELAWARE,1990,,,,,,
1329,DELAWARE,1991,,,,,,
1330,DELAWARE,2017,,,,,,
1331,DISTRICT_OF_COLUMBIA,1986,,,,,,
1332,DISTRICT_OF_COLUMBIA,1987,,,,,,
1333,DISTRICT_OF_COLUMBIA,1988,,,,,,
1334,DISTRICT_OF_COLUMBIA,1989,,,,,,
1335,DISTRICT_OF_COLUMBIA,1990,,,,,,
1336,DISTRICT_OF_COLUMBIA,1991,,,,,,
1337,DISTRICT_OF_COLUMBIA,2017,,,,,,
1338,FLORIDA,1986,,,,,,
1339,FLORIDA,1987,,,,,,
1340,FLORIDA,1988,,,,,,
1341,FLORIDA,1989,,,,,,
1342,FLORIDA,1990,,,,,,
1343,FLORIDA,1991,,,,,,
1344,FLORIDA,2017,,,,,,
1345,GEORGIA,1986,,,,,,
1346,GEORGIA,1987,,,,,,
1347,GEORGIA,1988,,,,,,
1348,GEORGIA,1989,,,,,,
1349,GEORGIA,1990,,,,,,
1350,GEORGIA,1991,,,,,,
1351,GEORGIA,2017,,,,,,
1352,HAWAII,1986,,,,,,
1353,HAWAII,1987,,,,,,
1354,HAWAII,1988,,,,,,
1355,HAWAII,1989,,,,,,
1356,HAWAII,1990,,,,,,
1357,HAWAII,1991,,,,,,
1358,HAWAII,2017,,,,,,
1359,IDAHO,1986,,,,,,
1360,IDAHO,1987,,,,,,
1361,IDAHO,1988,,,,,,
1362,IDAHO,1989,,,,,,
1363,IDAHO,1990,,,,,,
1364,IDAHO,1991,,,,,,
1365,IDAHO,2017,,,,,,
1366,ILLINOIS,1986,,,,,,
1367,ILLINOIS,1987,,,,,,
1368,ILLINOIS,1988,,,,,,
1369,ILLINOIS,1989,,,,,,
1370,ILLINOIS,1990,,,,,,
1371,ILLINOIS,1991,,,,,,
1372,ILLINOIS,2017,,,,,,
1373,INDIANA,1986,,,,,,
1374,INDIANA,1987,,,,,,
1375,INDIANA,1988,,,,,,
1376,INDIANA,1989,,,,,,
1377,INDIANA,1990,,,,,,
1378,INDIANA,1991,,,,,,
1379,INDIANA,2017,,,,,,
1380,IOWA,1986,,,,,,
1381,IOWA,1987,,,,,,
1382,IOWA,1988,,,,,,
1383,IOWA,1989,,,,,,
1384,IOWA,1990,,,,,,
1385,IOWA,1991,,,,,,
1386,IOWA,2017,,,,,,
1387,KANSAS,1986,,,,,,
1388,KANSAS,1987,,,,,,
1389,KANSAS,1988,,,,,,
1390,KANSAS,1989,,,,,,
1391,KANSAS,1990,,,,,,
1392,KANSAS,1991,,,,,,
1393,KANSAS,2017,,,,,,
1394,KENTUCKY,1986,,,,,,
1395,KENTUCKY,1987,,,,,,
1396,KENTUCKY,1988,,,,,,
1397,KENTUCKY,1989,,,,,,
1398,KENTUCKY,1990,,,,,,
1399,KENTUCKY,1991,,,,,,
1400,KENTUCKY,2017,,,,,,
1401,LOUISIANA,1986,,,,,,
1402,LOUISIANA,1987,,,,,,
1403,LOUISIANA,1988,,,,,,
1404,LOUISIANA,1989,,,,,,
1405,LOUISIANA,1990,,,,,,
1406,LOUISIANA,1991,,,,,,
1407,LOUISIANA,2017,,,,,,
1408,MAINE,1986,,,,,,
1409,MAINE,1987,,,,,,
1410,MAINE,1988,,,,,,
1411,MAINE,1989,,,,,,
1412,MAINE,1990,,,,,,
1413,MAINE,1991,,,,,,
1414,MAINE,2017,,,,,,
1415,MARYLAND,1986,,,,,,
1416,MARYLAND,1987,,,,,,
1417,MARYLAND,1988,,,,,,
1418,MARYLAND,1989,,,,,,
1419,MARYLAND,1990,,,,,,
1420,MARYLAND,1991,,,,,,
1421,MARYLAND,2017,,,,,,
1422,MASSACHUSETTS,1986,,,,,,
1423,MASSACHUSETTS,1987,,,,,,
1424,MASSACHUSETTS,1988,,,,,,
1425,MASSACHUSETTS,1989,,,,,,
1426,MASSACHUSETTS,1990,,,,,,
1427,MASSACHUSETTS,1991,,,,,,
1428,MASSACHUSETTS,2017,,,,,,
1429,MICHIGAN,1986,,,,,,
1430,MICHIGAN,1987,,,,,,
1431,MICHIGAN,1988,,,,,,
1432,MICHIGAN,1989,,,,,,
1433,MICHIGAN,1990,,,,,,
1434,MICHIGAN,1991,,,,,,
1435,MICHIGAN,2017,,,,,,
1436,MINNESOTA,1986,,,,,,
1437,MINNESOTA,1987,,,,,,
1438,MINNESOTA,1988,,,,,,
1439,MINNESOTA,1989,,,,,,
1440,MINNESOTA,1990,,,,,,
1441,MINNESOTA,1991,,,,,,
1442,MINNESOTA,2017,,,,,,
1443,MISSISSIPPI,1986,,,,,,
1444,MISSISSIPPI,1987,,,,,,
1445,MISSISSIPPI,1988,,,,,,
1446,MISSISSIPPI,1989,,,,,,
1447,MISSISSIPPI,1990,,,,,,
1448,MISSISSIPPI,1991,,,,,,
1449,MISSISSIPPI,2017,,,,,,
1450,MISSOURI,1986,,,,,,
1451,MISSOURI,1987,,,,,,
1452,MISSOURI,1988,,,,,,
1453,MISSOURI,1989,,,,,,
1454,MISSOURI,1990,,,,,,
1455,MISSOURI,1991,,,,,,
1456,MISSOURI,2017,,,,,,
1457,MONTANA,1986,,,,,,
1458,MONTANA,1987,,,,,,
1459,MONTANA,1988,,,,,,
1460,MONTANA,1989,,,,,,
1461,MONTANA,1990,,,,,,
1462,MONTANA,1991,,,,,,
1463,MONTANA,2017,,,,,,
1464,NEBRASKA,1986,,,,,,
1465,NEBRASKA,1987,,,,,,
1466,NEBRASKA,1988,,,,,,
1467,NEBRASKA,1989,,,,,,
1468,NEBRASKA,1990,,,,,,
1469,NEBRASKA,1991,,,,,,
1470,NEBRASKA,2017,,,,,,
1471,NEVADA,1986,,,,,,
1472,NEVADA,1987,,,,,,
1473,NEVADA,1988,,,,,,
1474,NEVADA,1989,,,,,,
1475,NEVADA,1990,,,,,,
1476,NEVADA,1991,,,,,,
1477,NEVADA,2017,,,,,,
1478,NEW_HAMPSHIRE,1986,,,,,,
1479,NEW_HAMPSHIRE,1987,,,,,,
1480,NEW_HAMPSHIRE,1988,,,,,,
1481,NEW_HAMPSHIRE,1989,,,,,,
1482,NEW_HAMPSHIRE,1990,,,,,,
1483,NEW_HAMPSHIRE,1991,,,,,,
1484,NEW_HAMPSHIRE,2017,,,,,,
1485,NEW_JERSEY,1986,,,,,,
1486,NEW_JERSEY,1987,,,,,,
1487,NEW_JERSEY,1988,,,,,,
1488,NEW_JERSEY,1989,,,,,,
1489,NEW_JERSEY,1990,,,,,,
1490,NEW_JERSEY,1991,,,,,,
1491,NEW_JERSEY,2017,,,,,,
1492,NEW_MEXICO,1986,,,,,,
1493,NEW_MEXICO,1987,,,,,,
1494,NEW_MEXICO,1988,,,,,,
1495,NEW_MEXICO,1989,,,,,,
1496,NEW_MEXICO,1990,,,,,,
1497,NEW_MEXICO,1991,,,,,,
1498,NEW_MEXICO,2017,,,,,,
1499,NEW_YORK,1986,,,,,,
1500,NEW_YORK,1987,,,,,,
1501,NEW_YORK,1988,,,,,,
1502,NEW_YORK,1989,,,,,,
1503,NEW_YORK,1990,,,,,,
1504,NEW_YORK,1991,,,,,,
1505,NEW_YORK,2017,,,,,,
1506,NORTH_CAROLINA,1986,,,,,,
1507,NORTH_CAROLINA,1987,,,,,,
1508,NORTH_CAROLINA,1988,,,,,,
1509,NORTH_CAROLINA,1989,,,,,,
1510,NORTH_CAROLINA,1990,,,,,,
1511,NORTH_CAROLINA,1991,,,,,,
1512,NORTH_CAROLINA,2017,,,,,,
1513,NORTH_DAKOTA,1986,,,,,,
1514,NORTH_DAKOTA,1987,,,,,,
1515,NORTH_DAKOTA,1988,,,,,,
1516,NORTH_DAKOTA,1989,,,,,,
1517,NORTH_DAKOTA,1990,,,,,,
1518,NORTH_DAKOTA,1991,,,,,,
1519,NORTH_DAKOTA,2017,,,,,,
1520,OHIO,1986,,,,,,
1521,OHIO,1987,,,,,,
1522,OHIO,1988,,,,,,
1523,OHIO,1989,,,,,,
1524,OHIO,1990,,,,,,
1525,OHIO,1991,,,,,,
1526,OHIO,2017,,,,,,
1527,OKLAHOMA,1986,,,,,,
1528,OKLAHOMA,1987,,,,,,
1529,OKLAHOMA,1988,,,,,,
1530,OKLAHOMA,1989,,,,,,
1531,OKLAHOMA,1990,,,,,,
1532,OKLAHOMA,1991,,,,,,
1533,OKLAHOMA,2017,,,,,,
1534,OREGON,1986,,,,,,
1535,OREGON,1987,,,,,,
1536,OREGON,1988,,,,,,
1537,OREGON,1989,,,,,,
1538,OREGON,1990,,,,,,
1539,OREGON,1991,,,,,,
1540,OREGON,2017,,,,,,
1541,PENNSYLVANIA,1986,,,,,,
1542,PENNSYLVANIA,1987,,,,,,
1543,PENNSYLVANIA,1988,,,,,,
1544,PENNSYLVANIA,1989,,,,,,
1545,PENNSYLVANIA,1990,,,,,,
1546,PENNSYLVANIA,1991,,,,,,
1547,PENNSYLVANIA,2017,,,,,,
1548,RHODE_ISLAND,1986,,,,,,
1549,RHODE_ISLAND,1987,,,,,,
1550,RHODE_ISLAND,1988,,,,,,
1551,RHODE_ISLAND,1989,,,,,,
1552,RHODE_ISLAND,1990,,,,,,
1553,RHODE_ISLAND,1991,,,,,,
1554,RHODE_ISLAND,2017,,,,,,
1555,SOUTH_CAROLINA,1986,,,,,,
1556,SOUTH_CAROLINA,1987,,,,,,
1557,SOUTH_CAROLINA,1988,,,,,,
1558,SOUTH_CAROLINA,1989,,,,,,
1559,SOUTH_CAROLINA,1990,,,,,,
1560,SOUTH_CAROLINA,1991,,,,,,
1561,SOUTH_CAROLINA,2017,,,,,,
1562,SOUTH_DAKOTA,1986,,,,,,
1563,SOUTH_DAKOTA,1987,,,,,,
1564,SOUTH_DAKOTA,1988,,,,,,
1565,SOUTH_DAKOTA,1989,,,,,,
1566,SOUTH_DAKOTA,1990,,,,,,
1567,SOUTH_DAKOTA,1991,,,,,,
1568,SOUTH_DAKOTA,2017,,,,,,
1569,TENNESSEE,1986,,,,,,
1570,TENNESSEE,1987,,,,,,
1571,TENNESSEE,1988,,,,,,
1572,TENNESSEE,1989,,,,,,
1573,TENNESSEE,1990,,,,,,
1574,TENNESSEE,1991,,,,,,
1575,TENNESSEE,2017,,,,,,
1576,TEXAS,1986,,,,,,
1577,TEXAS,1987,,,,,,
1578,TEXAS,1988,,,,,,
1579,TEXAS,1989,,,,,,
1580,TEXAS,1990,,,,,,
1581,TEXAS,1991,,,,,,
1582,TEXAS,2017,,,,,,
1583,UTAH,1986,,,,,,
1584,UTAH,1987,,,,,,
1585,UTAH,1988,,,,,,
1586,UTAH,1989,,,,,,
1587,UTAH,1990,,,,,,
1588,UTAH,1991,,,,,,
1589,UTAH,2017,,,,,,
1590,VERMONT,1986,,,,,,
1591,VERMONT,1987,,,,,,
1592,VERMONT,1988,,,,,,
1593,VERMONT,1989,,,,,,
1594,VERMONT,1990,,,,,,
1595,VERMONT,1991,,,,,,
1596,VERMONT,2017,,,,,,
1597,VIRGINIA,1986,,,,,,
1598,VIRGINIA,1987,,,,,,
1599,VIRGINIA,1988,,,,,,
1600,VIRGINIA,1989,,,,,,
1601,VIRGINIA,1990,,,,,,
1602,VIRGINIA,1991,,,,,,
1603,VIRGINIA,2017,,,,,,
1604,WASHINGTON,1986,,,,,,
1605,WASHINGTON,1987,,,,,,
1606,WASHINGTON,1988,,,,,,
1607,WASHINGTON,1989,,,,,,
1608,WASHINGTON,1990,,,,,,
